,infected_4h_1,infected_4h_2,infected_12h_1,infected_12h_2,infected_24h_1,infected_24h_2,mock_4h_1,mock_4h_2,mock_24h_1,mock_24h_2
AC079807.1,0.71,0.78,0,0.34,0.6,0.18,0.85,0.51,0.27,0.4
AC079809.1,0,0,0,0,0,0,0,0,0,0
AC079822.1,0,0,0,0,0,0.04,0,0,0.07,0
AC079834.1,0,0,0,0,0,0,0.22,0,0,0
AC079834.2,0.05,0.05,0.03,0,0.32,0.14,0.09,0.07,0.05,0.05
AC079835.1,0,0,0,0,0,0,0,0,0,0
AC079841.1,0,0,0,0,0,0,0,0,0,0
AC079841.2,0.02,0.07,0.08,0.08,0.05,0.07,0.17,0.05,0.14,0.13
AC079848.1,0.23,0.4,0,0.35,0.1,0.05,0.43,0.9,0.77,0.43
AC079848.2,0.22,0.4,0.06,0.04,0.15,0.06,0.24,0.18,0.11,0.06
AC079851.1,0,0,0,0,0,0,0,0.01,0,0
AC079866.1,0.11,0.13,0.05,0.1,0.05,0,0.1,0.03,0.24,0.05
AC079866.2,0.11,0.13,0,0,0,0,0,0,0,0
AC079880.1,0,0,0,0,0,0,0,0,0,0
AC079880.2,0.14,0.07,0.12,0.04,0,0.06,0.22,0.1,0.07,0.1
AC079880.3,0.07,0.04,0.05,0,0,0.04,0.05,0.03,0,0.09
AC079896.1,0,0,0,0,0,0,0,0,0,0
AC079905.1,0,0,0,0,0,0,0,0,0,0
AC079905.2,0,0,0,0,0,0,0,0,0.57,0
AC079906.1,0,0,0,0,0,0,0,0,0,0
AC079907.1,0,0,0,0,0,0,0,0,0.22,0
AC079907.2,0,0,0,0,0,0,0,0,0,0
AC079910.1,0,0,0,0,0,0,0,0.05,0,0
AC079915.1,0.03,0.03,0,0.02,0.02,0.1,0,0,0.02,0.16
AC079921.1,0.02,0.1,0.02,0.18,0.02,0.08,0.14,0.07,0.11,0.17
AC079921.2,0.28,0.16,0.59,0,0.7,0.16,0.58,0,0.47,0.34
AC079922.1,0,0,0,0,0,0,0,0,0,0
AC079922.2,0.33,0.43,0.09,0.23,0.14,0.12,0.4,0.29,0.31,0.54
AC079926.1,0,0,15.99,0,0,0,0,0,0,0
AC079942.1,0,0,0,0,0,0,0,0,0,0
AC079943.1,0,0,0,0,0,0,0,0,0,0
AC079943.2,0,0,0,0,0,0,0,0,0,0
AC079944.1,0,0,0,0,0,0,0,0,0,0
AC079944.2,0.14,0.16,0.29,0.38,0.35,0.15,0.19,0.06,0.08,0.17
AC079945.1,0,0,0,0,0,0,0,0,0,0
AC079945.2,0,0,0,0,0,0,0,0,0,0
AC079946.1,0,0,0,0,0,0,0,0,0,0
AC079949.1,0,0,0,0,0,0.14,0,0,0.04,0
AC079949.2,0,0,0,0,0,0,0,0,0,0
AC079949.3,0,0,0,0,0,0,0,0,0,0
AC079949.5,0,0,0,0,0,0,0,0,0,0
AC079949.6,0,0,0,0,0,0,0,0,0,0
AC079950.1,0,0.02,0,0.02,0.02,0.02,0.02,0,0,0
AC079950.2,0,0,0,0,0,0,0,0,0,0
AC079953.1,0,0,0,0,0,0,0,0,0,0
AC079969.1,0,0,0,0,0,0,0,0,0,0
AC079987.1,0,0,0,0,0,0,0,0,0,0
AC079988.1,0,0,0,0,0,0,0,0,0,0
AC080005.1,0.05,0,0.15,0,0,0.06,0,0,0,0
AC080011.1,0,0,0,0,0,0,0,0,0.05,0
AC080013.1,3.38,4.97,3.3,2.1,2.61,2.23,3.42,2.4,5.69,5.63
AC080013.2,0.83,0.95,0,0,1.01,0.31,0,0.21,0.88,0.66
AC080013.3,0.67,0.45,0.53,0.27,0.12,0.54,0.4,0.15,1.39,0.95
AC080013.4,0.59,0.03,0.61,0.22,0,0,0.5,0.49,0.91,1.32
AC080013.5,0.15,0.36,0.21,0.64,0.19,0,0.53,0.06,0.17,0.57
AC080014.1,0,0,0,0,0,0.04,0,0,0,0.09
AC080023.1,0.12,0.43,0,0.17,0.31,0.27,0.5,0.44,0.55,0.45
AC080023.2,0,1.07,0,0,0,0,0,0,0,0
AC080037.1,0,0,0,0,0,0,0,0,0,8.62
AC080037.2,0.1,0.44,0.22,0.3,0.54,0.42,0.81,0.17,1.08,0.33
AC080038.1,0,0,0,0,0,0,0,0,0,0
AC080038.2,0.04,0.05,0,0,0.24,0,0,0.06,0.13,0.1
AC080038.3,0.48,0,0,0,0,0,0,0,0.35,0.19
AC080038.4,0,0.07,0,0,0,0,0.12,0.02,0.03,0.03
AC080068.1,0,0,0,0,0,0,0,0,0,0
AC080069.1,0,0,0,0,0,0,0,0,0,0
AC080075.1,0,0.37,0,0.22,0,0.18,0.22,0,1.04,0.38
AC080078.1,0,0,0,0,0,0,0,0,0.19,0
AC080078.2,0,0.16,0,0,0.17,0.15,0,0,0.3,0
AC080079.1,0,0,0,0,0,0,0,0.04,0,0
AC080079.2,0.01,0,0,0,0,0.01,0.01,0,0,0.01
AC080080.1,0.34,0.32,0.23,0.3,0.23,0.49,0.67,0.23,0.4,0.63
AC080080.2,0,0,0,0,0,0,0,0,0,0
AC080089.1,0,0,0,0,0,0,0,0,0,0
AC080089.2,0,0,0,0,0,0.01,0,0,0,0.01
AC080097.1,0,0,0,0,0,0,0,0,0,0
AC080097.2,0,0,0,0,0,0.03,0,0,0,0
AC080098.1,0,0,0,0,0,0,0,0,0,0
AC080100.1,0,0.02,0,0,0,0,0.01,0,0,0.01
AC080112.1,0,0,0,0,0,0,0,0,0,0
AC080112.2,3.47,2.88,0.71,0.69,0.75,0.97,3.63,2.42,1.2,1.11
AC080112.3,0.11,0,0,0,0,0.06,0.07,0.04,0.12,0
AC080112.4,0.64,0.83,0.25,0.43,0.48,0.22,0.63,0.34,0.99,1.23
AC080112.5,0.86,1.08,0.11,0.11,0.62,0.35,0.54,0.72,0.35,0.77
AC080125.1,0,0,0,0,0,0,0,0,0,0
AC080128.1,0,0,0,0.03,0,0,0,0,0.02,0
AC080128.2,0.01,0.03,0,0,0,0,0.02,0,0.01,0.02
AC080129.1,0,0,0,0,0,0,0,0,0,0
AC080129.2,0,0,0,0.22,0,0,0.21,0,0,0
AC080132.1,0,0.01,0,0,0,0,0.11,0,0.03,0
AC080162.1,0,0,0,0,0,0,0,0,0,0
AC080188.1,0.2,0,0,0,0,0,0,0,0,0
AC080188.2,0,0.08,0,0.09,0.08,0,0,0,0.07,0.42
AC082650.1,0,0,0,0,0,0,0,0,0,0
AC082650.2,0,0,0,0,0,0,0,0,0,0
AC082651.1,0,0,0,0,0.05,0,0,0,0,0
AC082651.2,0,0,0,0,0,0,0,0,0,0
AC082651.3,0.06,0,0,0.03,0.08,0.02,0,0.03,0.12,0.03
AC082651.4,0,0,0,0,0,0,0,0,0,0
AC083760.1,0,0,0,0,0,0,0,0,0,0
AC083795.1,0,0,0,0,0,0,0,0,0,0
AC083795.2,0,0,0,0,0,0,0,0,0,0
AC083798.1,0,0,0,0,0,0,0,0,0,0
AC083798.2,1.39,2.74,1.48,0.21,1.23,2.35,1.42,1.31,2.86,3.03
AC083799.1,1.37,2.07,0.72,0.07,0.39,0.35,1.86,1.34,0.99,3.04
AC083799.2,0,0,0,0,0,0,0,0,0,0
AC083800.1,0,0,0,0,0,0,0,0,0.54,0
AC083801.1,0,0,0,0,0,0,0,0,0,0
AC083801.2,0,0,0,0.11,0,0,0,0.03,0,0
AC083805.1,0,0,0.03,0.28,0.04,0.05,0.07,0,0.03,0.03
AC083805.2,0.26,0,0.12,0.37,0.11,0,0.24,0.28,0.1,0
AC083805.3,0.16,0,0.18,0.01,0,0.07,0,0.03,0,0
AC083806.1,0,0,0,0,0,0,0,0,0,0
AC083806.2,0.09,0.16,0.08,0.08,0.09,0.07,0.23,0.05,0.14,0.17
AC083806.3,0,0,0,0,0,0,0,0,0,0
AC083809.1,0.18,0,0,0,0.28,0,0,0,0.25,0
AC083822.1,0,0,0,0,0,0,0,0,0,0
AC083829.1,0,0,0,0,0,0.09,0.11,0,0,0
AC083836.1,0,0,0,0,0,0,0,0,0,0
AC083837.1,0.04,0.03,0.36,0.49,0.66,0.59,0.02,0.01,0.02,0.03
AC083841.1,0,0,0,0,0,0,0,0,0.09,0
AC083841.2,0,0,0,0,0,0,0,0,0,0
AC083841.3,0,0,0,0,0,0,0,0,0,0
AC083841.4,0,0,0,0,0,0,0,0,0,0
AC083843.1,0,0,0,0,0,0,0,0,0,0
AC083843.2,0.28,0.2,0.24,0.4,0.07,0.32,0.39,0.27,0.44,0.28
AC083843.3,1.44,2.06,1.06,1.19,0.74,0.99,2.08,1.06,1.89,1.85
AC083843.4,0.57,0.62,0.21,0.16,0.38,0.19,0.7,0.5,0.74,0.45
AC083849.1,0,0,0,0,0,0,0,0,0,0
AC083849.2,0,0,0,0,0,0,0,0,0,0
AC083855.1,0,0,0,0,0,0.55,0,0,0,0
AC083855.2,1.05,1.29,0.58,0.65,0.88,0.47,1.1,0.9,1.61,0.42
AC083862.1,0.68,0.94,1.29,1.31,0.64,0.58,0.89,0.89,1.08,1.21
AC083862.2,0.51,0.81,0.54,0.6,0.66,0.68,0.66,0.56,1.17,1.51
AC083863.1,0,0,0,0,0,0,0,0,0,0
AC083864.1,0,0,0,0,0,0,0,0,0,0
AC083864.2,0,0,0,0,0,0,0,0,0,0
AC083864.3,0,0,0,0,0,0,0,0.02,0,0
AC083864.4,0,0,0,0,0.24,0,0,0,0,0
AC083864.5,0,0,0,0,0,0,0,0,0,0.05
AC083867.1,0,0,0,0,0,0,0,0,0,0
AC083867.2,0,0,0,0,0,0,0,0,0,0
AC083867.3,0,0,0,0,0,0,0,0,0,0
AC083870.1,0,0,0.02,0.02,0.02,0,0.02,0.03,0,0.02
AC083873.1,0.1,0.1,0.06,0,0,0.05,0.06,0.25,0.12,0.33
AC083875.1,0,0.4,0.24,0,0,0,0.24,0.27,0.19,0
AC083880.1,0.64,0.76,0.45,0.91,0.54,1.58,0.15,0.94,0.6,0.13
AC083899.1,0.37,0.83,0.35,0.25,0.11,0.17,0.59,0.34,0.47,0.41
AC083900.1,0.27,0,0,0,0,0,0,0,0,0
AC083902.1,0,0,0,0,0,0,0,0,0,0
AC083904.1,0,0,0,0,0,0,0,0,0,0
AC083906.1,0,0,0,0,0,0,0,0,0.19,0
AC083906.2,0,0,0,0,0,0.25,0,0,0,0
AC083906.3,0,0,0,0,0,0,0,0,0,0
AC083906.4,0,0,0,0,0,0,0,0,0,0
AC083906.5,0,0,0,0,0,0,0,0,0,0.91
AC083923.1,0,0,0,0,0.25,0,0.27,0,0.43,0
AC083939.1,0,0,0,0,0,0,0,0,0,0
AC083964.1,0,0.1,0.12,0,0,0.1,0,0,0,0.11
AC083964.2,0.02,0,0,0,0,0.02,0,0,0,0
AC083967.1,0,0,0,0,0,0,0,0,0,0
AC083973.1,0,0.07,0.2,0.13,0.37,0.33,1.42,0.09,0,0.12
AC083977.1,0,1.44,0,0,0,0,0,0,0,0
AC083982.1,0,0,0,0,0,0,0,0,0,0
AC084017.1,0,0,0,0,0,0,0,0,0,0
AC084018.1,0.1,0.13,0.14,0.41,0.12,0.11,0.19,0.16,0.11,0.15
AC084018.2,0.53,0.67,0.36,0.2,0.39,0.62,0.61,0.25,0.62,0.51
AC084018.4,0,0,0,0,0,0,0,0,0,0
AC084024.1,0,0.1,0,0,0,0,0,0.14,0,0.11
AC084024.2,0.06,0.36,0,0,0,0.14,0.09,0.05,0,0.15
AC084024.3,0,0,0,0,0,0.2,0.42,0.15,0.6,0.23
AC084024.4,0.22,0.15,0.12,0.37,0,0,0.36,0.04,0.2,0.11
AC084026.1,0,0,0,0,0,0,0,0,0,0
AC084026.2,0,0,0,0,0,0,0,0,0,0
AC084026.3,0,0,0,0,0,0,0,0,0,0
AC084030.1,0,0,0,0,0,0,0,0,0,0
AC084032.1,0.17,0,0,0,0.11,0,0.12,0,0,0
AC084033.1,0,0,0,0,0.11,0.09,0,0,0,0
AC084033.2,0,0,0,0,0,0,0,0,0.05,0
AC084035.1,0,0,0,0,0,0,0,0,0,0
AC084036.1,1.05,0.82,0.16,0.33,0.29,0.13,1.45,1.48,0.13,0.58
AC084048.1,0,0,0,0,0,0,0,0,0,0
AC084064.1,0,0,0,0,0,0,0,0,0,0
AC084082.1,1.6,1.43,1.36,2.06,1.37,1.63,1.61,1.35,1.8,1.88
AC084083.1,0.07,0.08,0,0,0,0.08,0,0,0,0
AC084114.1,0,0,0,0,0,0,0,0,0,0
AC084116.1,0.28,0.14,0,0.52,0.04,0.22,0.35,0.09,0.41,0.04
AC084116.2,0.16,0.39,0,0,0,0.19,0,0.13,0.36,0
AC084116.3,0.31,0.12,0,0,0,0,0.42,0.24,0.11,0.37
AC084117.1,0,0,0,0,0,0,0,0,0,0
AC084121.1,0,0,0,0,0,0,0,0,0,0
AC084121.2,0,0,0,0,0,0,0,0,0,0
AC084121.3,0,0,0,0,0,0,0,0,0,0
AC084121.4,0,0,0,0,0,0,0,0,0,0
AC084123.1,0,0,0,0,0,0,0,0,0,0
AC084125.1,0,0,0,0,0,0,0,0,0,0
AC084125.2,1.63,1.17,0.72,0.28,0.48,0.41,1.51,0.74,0.81,0.78
AC084125.3,0,0,0,0,0,0,0,0,0,0
AC084125.4,1,1.51,0.7,1.72,0,0,0,1.71,2.2,1.83
AC084128.1,0,0,0,0,0,0,0,0,0,0
AC084149.1,0,0,0,0,0,0,0,0,0,0
AC084167.1,0,0,0,0,0,0,0,0,0,0
AC084198.1,0,0,0,0,0,0,0,0,0,0
AC084198.2,0,0,0,0,0,0,0,0,0,0
AC084198.3,0,0,0,0,0,0.59,0,0,0,0
AC084198.4,0.73,1.13,0.28,0.28,0.66,0.53,0.92,0.31,0.58,1.21
AC084211.1,0,0,0,0,0,0,0,0.2,0,0
AC084212.1,0.08,0.17,0,0,0,0.04,0.11,0.03,0.02,0.02
AC084262.1,0.26,0.16,0.09,0.09,0.08,0.3,0.09,0.11,0.07,0.33
AC084262.2,0.05,0.04,0.03,0,0.03,0.05,0.15,0.01,0.01,0
AC084277.1,0,0,0,0,0,0.1,0,0,0,0
AC084290.1,0,0,0,0,0,0,0,0,0,0
AC084291.1,0,0,0,0,0,0,0.14,0,0,0
AC084335.1,0,0,0,0,0,0.01,0.03,0,0,0
AC084337.1,0.37,0.71,0.52,0.21,0.76,0.42,1.04,0.06,0.08,1.03
AC084337.2,0.18,0,0.24,0,0,0.1,0.31,0.38,0.2,0.15
AC084346.1,0,0,0,0,0,0,0,0,0,0
AC084357.1,0,0,0,0,0,0,0,0,0,0
AC084357.2,0,0,0,0,0,0,0.55,0,0,0
AC084357.3,0.05,0,0.04,0.02,0,0.02,0.04,0.04,0.05,0.05
AC084361.1,0,0,0,0,0,0,0,0,0,0
AC084364.1,0,0,0,0,0,0,0,0,0,0
AC084364.2,0,0,0,0,0,0,0,0,0,0
AC084364.3,0,0,0,0,0,0,0,0,0,0
AC084364.4,0,0,0,0,0,0,0,0,0,0
AC084365.1,0,0,0,0,0,0,0,0,0,0
AC084368.1,0,0,0,0,0,0,0,0,0,0
AC084373.1,0,0,0,0,0,0,0,0,0,0
AC084375.1,0,0,0,0,0,0,0,0,0.06,0
AC084398.1,0,0,0,0,0,0,0,0,0,0
AC084398.2,0.2,0,0.14,0,0,0,0,0,0.11,0
AC084706.1,0,0,0,0,0,0,0,0,0,0
AC084724.1,0,0.07,0,0,0,0,0.04,0,0,0
AC084734.1,0,0,0,0,0,0,0,0,0,0
AC084740.1,0,0,0.04,0,0.16,0,0,0,0,0.04
AC084741.1,0,0,0,0,0,0,0,0,0,0
AC084752.1,0,0,0,0,0,0,0,0,0,0
AC084754.1,0,0,0,0,0,0,0,0.11,0,0.33
AC084756.1,0,0,0,0.01,0,0,0,0,0,0
AC084757.1,0,0,0,0.35,1.4,0.14,0.51,0.2,0,0.76
AC084757.2,0,0.12,0.15,0,0,0,0,0.17,0.12,0
AC084757.3,0,0.05,0,0,0,0,0,0,0,0.03
AC084757.4,0,0,0,0,0,0,0,0,0,0.41
AC084759.1,0,0,0,0,0,0,0,0,0,0
AC084759.2,0,0,0,0,0,0,0,0.01,0,0
AC084759.3,0.05,0.04,0,0,0,0,0.03,0.03,0.02,0.01
AC084768.1,0,0,0,0,0,0,0,0,0,0
AC084768.2,0,0,0,0,0,0,0,0,0,0
AC084781.1,0,0,0,0,0,0,0,0,0,0
AC084781.2,0,0,0,0,0,0,0,0,0,0
AC084782.1,0,0,0,0,0,0.08,0,0,0,0
AC084782.2,0,0.13,0.08,0,0.07,0.06,0,0,0.06,0.36
AC084782.3,0,0.11,0,0,0.12,0,0,0,0,0.24
AC084783.1,0.41,0.18,0.22,0.22,0.2,0.41,0.36,0.25,0.47,0.26
AC084809.1,0.04,0.03,0.02,0.02,0.02,0.01,0.04,0.08,0.06,0.03
AC084809.2,0,0,0,0.32,0,0,0,0.09,0,0
AC084816.1,0.04,0.06,0.18,0.3,1.47,0.3,0.15,0,0,0.1
AC084819.1,0,0,0,0,0,0,0,0,0,0
AC084824.1,0,0,0,0,0,0,0,0,0,0
AC084824.2,0.67,0.48,0.38,0.26,0.17,0.57,0.63,0.48,0.67,0.86
AC084824.3,0,0,0,0,0,0,0,0,0,0.29
AC084824.4,0.17,0.53,0.08,0,0.07,0.06,0.31,0.23,0.06,0.28
AC084824.5,0.54,0.16,0.19,0.48,0.09,0.08,0.1,0.89,0.31,0.34
AC084824.6,0.17,0.58,0.47,0,0,0,0.23,0.39,0.55,0.41
AC084834.1,0,0,0,0,0,0.01,0,0.01,0,0
AC084838.1,0,0,0,0,0,0,0,0,0,0
AC084851.1,0,0,0,0,0,0,0,0,0,0
AC084851.2,0,0,0,0,0,0,0,0,0,0
AC084851.3,0,0,0,0,0,0,0,0,0,0
AC084851.4,0,0,0,0,0,0,0,0,0,0
AC084854.1,0,0,0,0,0,0,0,0,0,0
AC084855.1,0,0,0,0,0,0,0,0,0,0
AC084855.2,0,0,0,0,0,0.04,0,0,0,0
AC084864.1,0,0,0,0,0,0,0,0,0,0
AC084864.2,0.2,0.12,0,0.07,0,0,0.14,0.12,0.06,0.13
AC084866.1,0.1,0.08,0,0,0.14,0,0,0,0,0
AC084866.2,0,0,0,0,0,0,0,0,0,0
AC084871.1,0.07,0,0,0,0.08,0,0,0,0,0
AC084871.2,0,0,0,0,0,0,0.12,0,0,0
AC084871.3,0,0,0,0,0,0,0,0,0,0
AC084871.4,0,0,0,0,0,0,0,0,0,0
AC084876.1,0,0.59,0,0.12,0,0.23,0.24,0.06,0,0
AC084876.2,0.17,0.32,0.17,0,0.03,0.08,0.31,0.04,0.11,0.15
AC084877.1,0,0,0,0,0,0,0,0,0,0
AC084878.1,0,0,0,0,0,0,0,0,0,0
AC084879.1,0,0,0,0,0,0,0,0,0,0
AC084879.2,0,0,0,0,0,0,0,0,0,0
AC084879.3,0,0,0,0,0,0,0,0,0,0
AC084880.1,0.1,0,0,0,0.56,0.12,0.32,0.09,0,0
AC084880.2,0,0,0,0,0,0,0,0,0,0
AC084880.3,0,0.12,0,0,0,0.12,0,0,0,0
AC084880.4,0,0,0,0,0,0,0,0,0,0
AC084882.1,0,0,0,0,0,0,0,0,0,0
AC087045.1,0,0.22,0.27,0,0,0,0,0,0,0
AC087045.2,0,0,0,0,0,0,0,0,0.1,0.06
AC087045.3,0,0.04,0.02,0,0.02,0.11,0,0.01,0,0.04
AC087071.1,0,0,0.22,0.22,0,0,0,0,0,0.19
AC087071.2,0,0,0,0,0,0,0,0,0,0
AC087072.1,0,0,0,0,0,0,0,0,0,0.2
AC087072.2,0.07,0.44,0,0.21,0,0.09,0.52,0.06,0.51,0.47
AC087073.1,0,0,0,0,0,0,0,0,0,0
AC087163.1,0,0,0,0,0,0,0,0,0,0.71
AC087163.2,0.06,0.13,0,0,0,0,0.31,0.09,0.13,0
AC087163.3,0.14,0.44,0.1,0,0,0.16,0.1,0,0.33,0.27
AC087164.1,0,0,0,0,0,0,0.03,0,0,0
AC087164.2,0.11,0.33,0.12,0.06,0.04,0.07,0.15,0.15,0.13,0.15
AC087175.1,0.07,0.05,0,0.03,0.03,0.08,0.22,0.04,0.03,0.03
AC087190.1,0.06,0,0,0.15,0.62,0.2,0,0,0.17,0
AC087190.2,0,0,0,0,0,0,0,0,0,0
AC087190.3,0,0,0,0,0,0,0,0,0,0
AC087203.1,0,0,0,0,0,0,0,0,0,0
AC087203.2,0,0,0,0,0,0.03,0,0,0,0
AC087203.3,0.06,0.09,0,0.04,0,0.07,0.05,0.07,0.15,0.12
AC087222.1,0.12,0.83,0,0,0.3,0.13,0,0.09,0.13,0.15
AC087235.1,0,0,0,0,0.04,0,0,0,0,0
AC087235.2,0,0,0,0,0,0,0,0,0,0
AC087239.1,0.1,0.11,0.41,0.27,1.1,0.33,0,0.23,0,0.12
AC087241.1,0,0,0,0,0,0,0,0,0,0
AC087241.2,0,0.07,0.08,0.08,0,0.12,0.15,0.04,0,0
AC087242.1,0,0,0,0,0,0,0,0.08,0,0
AC087245.1,0,0,0,0,0,0,0,0,0,0
AC087257.1,0.06,0.14,0.08,0.02,0.08,0.1,0.13,0.04,0.03,0.11
AC087257.2,0,0,0,0,0,0,0.07,0,0,0.06
AC087258.1,0,0,0,0,0,0,0,0,0,0
AC087260.1,0,0,0,0,0,0,0,0,0,0
AC087269.1,0,0.09,0,0,0,0,0.22,0.06,0.09,0
AC087269.2,0,0,0,0,0,0,0,0,0,0.12
AC087269.3,0,0,0,0,0,0,0,0,0,0
AC087272.1,0,0,0,0,0,0,0,0,0,0
AC087273.1,0,0,0,0,0,0,0,0,0,0
AC087273.2,0,0,0,0,0,0,0,0,0,0
AC087276.1,0,0,0,0,0,0,0,0,0,0
AC087276.2,0,0,0,0,0,0,0,0,0,0
AC087276.3,0.12,0.22,0.26,0.45,0.24,0.29,0.09,0.05,0.49,0.32
AC087276.4,0,0,0.2,0,0,0,0,0,0,0
AC087277.1,0,0,0,0,0,0,0,0,0,0
AC087277.2,0,0,0,0,0,0,0,0,0,0
AC087280.1,0,0,0,0,0,0,0,0,0,0
AC087280.2,0,0,0,0,0.01,0.03,0,0,0,0
AC087283.1,0,0,0,0,0,0,0,0,0,0
AC087283.2,0,0,0,0,0,0,0,0,0,0
AC087284.1,0.04,0.1,0.06,0,0,0,0.06,0.11,0.1,0.11
AC087284.2,0,0,0,0,0,0,0,0,0,0
AC087286.1,0,0,0,0,0,0.11,0,0,0,0
AC087286.2,0.08,0,0,0.11,0,0,0.33,0,0.21,0
AC087286.3,0,0,0,0,0,0,0.51,0,0,0
AC087286.4,0.26,0.55,0.09,0,0.08,0.08,0.28,0.05,0.23,0.17
AC087289.1,0.21,0.19,0,0,0.2,0.25,0,0.05,0.12,0.07
AC087289.2,0.3,0.25,0.08,0.13,0.04,0.07,0.13,0.27,0.17,0.08
AC087289.3,0.03,0.14,0,0,0.03,0.12,0,0,0,0
AC087289.4,0,0,0,0,0,0,0,0,0,0
AC087289.5,0.61,0.54,0.23,0.25,0.2,0.38,0.79,0.3,0.43,0.52
AC087292.1,0,0,0,0,0,0,0,0,0,0
AC087292.2,0,2.45,2,0.54,0.89,0.62,1.33,2.44,2.42,3.72
AC087294.1,0.08,0.27,0.18,0.49,0.31,0.06,0.38,0.1,0.32,0.4
AC087301.1,0,0,0,0,0,0,0,0,0,0
AC087311.1,0,0,0,0,0,0,0,0,0,0
AC087311.2,0,0,0,0,0,0,0,0,0,0
AC087312.1,0,0,0,0,0,0,0,0,0,0
AC087318.1,0,0,0,0,0,0,0,0,0,0
AC087321.1,0,0,0,0,0,0,0,0,0,0
AC087341.1,0,0,0,0,0,0,0,0,0,0
AC087343.1,0,0,0,0,0,0,0,0,0,0
AC087354.1,0,0.05,0.12,0,0.17,0,0.06,0.14,0.15,0.11
AC087359.1,0.05,0.06,0.03,0,0,0,0,0.06,0.03,0.03
AC087360.1,0,0,0,0,0,0,0,0,0,0
AC087362.1,0,0,0,0,0,0.17,0,0.12,0,0.19
AC087362.2,0,0.56,0,0,0,0.56,0,0,0,0
AC087369.1,0,0,0,0,0,0,0,0,0,0
AC087369.2,0,0,0,0,0,0,0,0,0,0
AC087373.1,0,0,0,0,0,0,0,0,0,0
AC087379.1,0,0,0,0,0,0,0,0,0,0
AC087379.2,0,0,0,0,0,0,0.1,0,0,0
AC087385.1,2.69,6.15,1.67,5.74,3.27,2.35,6.44,2.02,2.54,5.3
AC087385.2,0,0,0,0,0,0,0,0,0,0
AC087385.3,0,0,0,0,0,4.95,0,0,0,0
AC087386.1,0,0,0,0,0,0,0,0,0,0
AC087386.2,0,0,0,0,0,0,0,0,0,0
AC087392.1,0,0,0,0,0,0,0,0,0,0
AC087392.2,0,0,0,0,0,0,0,0,0,0
AC087392.3,0.09,0.08,0.03,0,0,0,0.03,0.02,0.03,0.03
AC087392.4,0,0,0,0,0,0.28,0,0.1,0.14,0.15
AC087392.5,0,0.29,0,0,0.31,0,0.86,0,0.14,0.15
AC087393.1,0,0,0,0,0,0,0,0,0,0
AC087393.2,0,0.28,0,0.15,0,0,0,0,0,0.44
AC087393.3,0,0,0,0,0,0,0,0,0,0
AC087397.1,0,0,0,0,0,0,0,0,0,0
AC087399.1,0,0,0,0,0,0,0,0,0,0
AC087427.1,0,0,0,0,0,0,0,0,0,0
AC087428.1,0,0,0,0,0,0,0,0,0,0
AC087430.1,0,0,0,0,0,0,0,0,0,0.01
AC087439.1,0,0,0,0,0,0,0,0,0,0
AC087439.2,0,0,0,0,0,0,0,0,0,0
AC087441.1,0,0,0,0,0,0,0,0,0,0
AC087441.2,0,0,0,0,0,0,0,0.24,0,0
AC087441.3,0,0,0,0,0,0,0,0,0,0
AC087442.1,0,0,0,0,0,0,0,0,0,0
AC087457.1,0,0.03,0,0,0.02,0.05,0.03,0,0.03,0.03
AC087463.1,0,0,0,0,0,0,0,0,0,0
AC087463.2,0,0,0,0,0,0,0,0,0,0
AC087463.3,0,0,0,0,0,0,0,0,0,0
AC087465.1,0,0,0,0,0,0,0,0,0,0
AC087468.1,0,0,0,0,0,0,0,0,0,0
AC087468.2,0,0.04,0.03,0,0.05,0,0.05,0,0,0.05
AC087473.1,0.02,0.02,0,0,0,0,0.02,0,0,0.01
AC087477.1,0,0,0,0,0,0,0,0,0,0
AC087477.2,0.81,0.87,0.36,0.23,0.06,0.31,0.92,0.82,0.56,0.72
AC087477.3,0,0,0,0,0,0,0,0,0,0
AC087477.4,0,0,0,0,0,0,0,0,0,0
AC087477.5,0,0,0,0,0,0,0,0,0,0
AC087477.6,0.06,0.8,0.08,0,0,0,0,0.05,0.19,0
AC087477.7,0,0,0,0,0,0,0,0,0,0
AC087481.1,0,0,0,0,0,0,0,0,0.05,0
AC087481.2,0,0,0,0,0,0,0,0,0,0
AC087482.1,0.13,0.16,0.16,0.39,0.36,0.24,0.12,0.18,0.3,0.33
AC087490.1,0,0,0,0,0,0,0,0,0,0
AC087491.1,0.31,0.1,0,0.15,0.33,0,0.24,0.21,0.18,0.22
AC087498.1,0,0.06,0,0,0,0,0,0,0,0
AC087498.2,0,0,0,0,0,0,0,0,0,0
AC087499.1,0,0,0,0,0,0,0,0,0,0
AC087499.2,0,0,0,0,0,0,0,0,0,0
AC087499.3,0,0,0,0,0,0,0,0,0,0
AC087499.4,0,0,0,0,0,0,0,0,0,0
AC087499.5,0,0,0,0,0,0,0,0,0,0
AC087499.6,0,0,0,0,0,0,0,0,0,0
AC087499.7,0,0,0,0,0,0,0,0,0,0
AC087500.1,0.21,0.08,0.02,0.17,0.25,0.15,0.53,0.1,0.42,0.6
AC087500.2,0,0,0.17,0,0,0,0,0.1,0.27,0
AC087501.1,0,0,0,0,0,0,0,0,0,0
AC087501.2,0,0,0.16,0,0,0,0,0,0,0
AC087501.3,0,0,0,0,0,0,0,0,0,0
